threshold,tp,fn,fp,tn,precision,recall,f1,accuracy,letter
0.20000000000000004,90,0,23,34,0.7964601769911505,1.0,0.8866995073891626,0.8435374149659864,q
0.25000000000000006,90,0,23,34,0.7964601769911505,1.0,0.8866995073891626,0.8435374149659864,q
0.30000000000000004,90,0,23,34,0.7964601769911505,1.0,0.8866995073891626,0.8435374149659864,q
0.3500000000000001,90,0,23,34,0.7964601769911505,1.0,0.8866995073891626,0.8435374149659864,q
0.40000000000000013,90,0,22,35,0.8035714285714286,1.0,0.8910891089108911,0.8503401360544217,q
0.45000000000000007,90,0,21,36,0.8108108108108109,1.0,0.8955223880597014,0.8571428571428571,q
0.5000000000000001,90,0,18,39,0.8333333333333334,1.0,0.9090909090909091,0.8775510204081632,q
0.5500000000000002,90,0,17,40,0.8411214953271028,1.0,0.9137055837563453,0.8843537414965986,q
0.6000000000000002,90,0,15,42,0.8571428571428571,1.0,0.923076923076923,0.8979591836734694,q
0.6500000000000001,89,1,13,44,0.8725490196078431,0.9888888888888889,0.9270833333333334,0.9047619047619048,q
0.7000000000000002,89,1,10,47,0.898989898989899,0.9888888888888889,0.9417989417989419,0.9251700680272109,q
0.7500000000000002,87,3,9,48,0.90625,0.9666666666666667,0.9354838709677419,0.9183673469387755,q
0.8000000000000002,85,5,9,48,0.9042553191489362,0.9444444444444444,0.9239130434782609,0.9047619047619048,q
0.8500000000000002,81,9,5,52,0.9418604651162791,0.9,0.9204545454545455,0.9047619047619048,q
0.9000000000000002,70,20,2,55,0.9722222222222222,0.7777777777777778,0.8641975308641976,0.8503401360544217,q
0.9500000000000003,32,58,0,57,1.0,0.35555555555555557,0.5245901639344263,0.6054421768707483,q
0.1,165,2,20,130,0.8918918918918919,0.9880239520958084,0.9375,0.9305993690851735,r
0.15000000000000002,165,2,14,136,0.9217877094972067,0.9880239520958084,0.953757225433526,0.9495268138801262,r
0.20000000000000004,165,2,14,136,0.9217877094972067,0.9880239520958084,0.953757225433526,0.9495268138801262,r
0.25000000000000006,165,2,8,142,0.953757225433526,0.9880239520958084,0.9705882352941175,0.9684542586750788,r
0.30000000000000004,165,2,7,143,0.9593023255813954,0.9880239520958084,0.9734513274336284,0.9716088328075709,r
0.3500000000000001,165,2,4,146,0.9763313609467456,0.9880239520958084,0.9821428571428571,0.9810725552050473,r
0.40000000000000013,165,2,3,147,0.9821428571428571,0.9880239520958084,0.9850746268656716,0.9842271293375394,r
0.45000000000000007,165,2,0,150,1.0,0.9880239520958084,0.9939759036144578,0.9936908517350158,r
0.5000000000000001,163,4,0,150,1.0,0.9760479041916168,0.9878787878787879,0.9873817034700315,r
0.5500000000000002,162,5,0,150,1.0,0.9700598802395209,0.9848024316109423,0.9842271293375394,r
0.6000000000000002,160,7,0,150,1.0,0.9580838323353293,0.9785932721712538,0.9779179810725552,r
0.6500000000000001,159,8,0,150,1.0,0.9520958083832335,0.9754601226993864,0.9747634069400631,r
0.7000000000000002,159,8,0,150,1.0,0.9520958083832335,0.9754601226993864,0.9747634069400631,r
0.7500000000000002,157,10,0,150,1.0,0.9401197604790419,0.9691358024691358,0.9684542586750788,r
0.8000000000000002,154,13,0,150,1.0,0.9221556886227545,0.9595015576323989,0.9589905362776026,r
0.8500000000000002,145,22,0,150,1.0,0.8682634730538922,0.9294871794871794,0.9305993690851735,r
0.9000000000000002,126,41,0,150,1.0,0.7544910179640718,0.8600682593856654,0.8706624605678234,r
0.9500000000000003,59,108,0,150,1.0,0.3532934131736527,0.5221238938053098,0.6593059936908517,r
0.1,109,0,7,72,0.9396551724137931,1.0,0.9688888888888889,0.9627659574468085,s
0.15000000000000002,109,0,7,72,0.9396551724137931,1.0,0.9688888888888889,0.9627659574468085,s
0.20000000000000004,109,0,7,72,0.9396551724137931,1.0,0.9688888888888889,0.9627659574468085,s
0.25000000000000006,109,0,7,72,0.9396551724137931,1.0,0.9688888888888889,0.9627659574468085,s
0.30000000000000004,109,0,6,73,0.9478260869565217,1.0,0.9732142857142857,0.9680851063829787,s
0.3500000000000001,108,1,6,73,0.9473684210526315,0.9908256880733946,0.9686098654708519,0.9627659574468085,s
0.40000000000000013,107,2,5,74,0.9553571428571429,0.981651376146789,0.9683257918552036,0.9627659574468085,s
0.45000000000000007,107,2,5,74,0.9553571428571429,0.981651376146789,0.9683257918552036,0.9627659574468085,s
0.5000000000000001,107,2,4,75,0.963963963963964,0.981651376146789,0.9727272727272728,0.9680851063829787,s
0.5500000000000002,107,2,4,75,0.963963963963964,0.981651376146789,0.9727272727272728,0.9680851063829787,s
0.6000000000000002,107,2,4,75,0.963963963963964,0.981651376146789,0.9727272727272728,0.9680851063829787,s
0.6500000000000001,107,2,3,76,0.9727272727272728,0.981651376146789,0.9771689497716896,0.973404255319149,s
0.7000000000000002,107,2,1,78,0.9907407407407407,0.981651376146789,0.9861751152073732,0.9840425531914894,s
0.7500000000000002,106,3,0,79,1.0,0.9724770642201835,0.986046511627907,0.9840425531914894,s
0.8000000000000002,103,6,0,79,1.0,0.944954128440367,0.9716981132075472,0.9680851063829787,s
0.8500000000000002,101,8,0,79,1.0,0.926605504587156,0.9619047619047619,0.9574468085106383,s
0.9000000000000002,100,9,0,79,1.0,0.9174311926605505,0.9569377990430622,0.9521276595744681,s
0.9500000000000003,65,44,0,79,1.0,0.5963302752293578,0.7471264367816092,0.7659574468085106,s
0.1,322,0,0,221,1.0,1.0,1.0,1.0,t
0.15000000000000002,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.20000000000000004,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.25000000000000006,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.30000000000000004,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.3500000000000001,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.40000000000000013,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.45000000000000007,321,1,0,221,1.0,0.9968944099378882,0.9984447900466563,0.998158379373849,t
0.5000000000000001,320,2,0,221,1.0,0.9937888198757764,0.9968847352024921,0.996316758747698,t
0.5500000000000002,320,2,0,221,1.0,0.9937888198757764,0.9968847352024921,0.996316758747698,t
0.6000000000000002,320,2,0,221,1.0,0.9937888198757764,0.9968847352024921,0.996316758747698,t
0.6500000000000001,319,3,0,221,1.0,0.9906832298136646,0.9953198127925117,0.994475138121547,t
0.7000000000000002,316,6,0,221,1.0,0.9813664596273292,0.9905956112852665,0.988950276243094,t
0.7500000000000002,312,10,0,221,1.0,0.968944099378882,0.9842271293375394,0.9815837937384899,t
0.8000000000000002,307,15,0,221,1.0,0.953416149068323,0.9761526232114468,0.9723756906077348,t
0.8500000000000002,301,21,0,221,1.0,0.9347826086956522,0.9662921348314606,0.9613259668508287,t
0.9000000000000002,281,41,0,221,1.0,0.8726708074534162,0.9320066334991708,0.9244935543278084,t
0.9500000000000003,210,112,0,221,1.0,0.6521739130434783,0.7894736842105263,0.7937384898710865,t
0.1,262,1,20,244,0.9290780141843972,0.9961977186311787,0.9614678899082568,0.9601518026565465,u
0.15000000000000002,262,1,19,245,0.9323843416370107,0.9961977186311787,0.9632352941176471,0.9620493358633776,u
0.20000000000000004,262,1,14,250,0.9492753623188406,0.9961977186311787,0.9721706864564006,0.9715370018975332,u
0.25000000000000006,261,2,12,252,0.9560439560439561,0.9923954372623575,0.9738805970149254,0.9734345351043643,u
0.30000000000000004,260,3,11,253,0.959409594095941,0.9885931558935361,0.9737827715355806,0.9734345351043643,u
0.3500000000000001,259,4,9,255,0.9664179104477612,0.9847908745247148,0.975517890772128,0.9753320683111955,u
0.40000000000000013,259,4,1,263,0.9961538461538462,0.9847908745247148,0.9904397705544934,0.9905123339658444,u
0.45000000000000007,259,4,1,263,0.9961538461538462,0.9847908745247148,0.9904397705544934,0.9905123339658444,u
0.5000000000000001,259,4,0,264,1.0,0.9847908745247148,0.9923371647509579,0.9924098671726755,u
0.5500000000000002,259,4,0,264,1.0,0.9847908745247148,0.9923371647509579,0.9924098671726755,u
0.6000000000000002,255,8,0,264,1.0,0.9695817490494296,0.9845559845559846,0.9848197343453511,u
0.6500000000000001,254,9,0,264,1.0,0.9657794676806084,0.9825918762088975,0.9829222011385199,u
0.7000000000000002,254,9,0,264,1.0,0.9657794676806084,0.9825918762088975,0.9829222011385199,u
0.7500000000000002,250,13,0,264,1.0,0.9505703422053232,0.9746588693957116,0.9753320683111955,u
0.8000000000000002,244,19,0,264,1.0,0.9277566539923955,0.9625246548323472,0.9639468690702088,u
0.8500000000000002,240,23,0,264,1.0,0.9125475285171103,0.9542743538767395,0.9563567362428842,u
0.9000000000000002,217,46,0,264,1.0,0.8250950570342205,0.9041666666666666,0.9127134724857685,u
0.9500000000000003,146,117,0,264,1.0,0.5551330798479087,0.7139364303178484,0.777988614800759,u
0.1,271,0,4,254,0.9854545454545455,1.0,0.9926739926739927,0.9924385633270322,v
0.15000000000000002,271,0,4,254,0.9854545454545455,1.0,0.9926739926739927,0.9924385633270322,v
0.20000000000000004,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.25000000000000006,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.30000000000000004,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.3500000000000001,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.40000000000000013,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.45000000000000007,270,1,2,256,0.9926470588235294,0.996309963099631,0.9944751381215471,0.994328922495274,v
0.5000000000000001,270,1,1,257,0.996309963099631,0.996309963099631,0.996309963099631,0.996219281663516,v
0.5500000000000002,270,1,0,258,1.0,0.996309963099631,0.9981515711645101,0.998109640831758,v
0.6000000000000002,270,1,0,258,1.0,0.996309963099631,0.9981515711645101,0.998109640831758,v
0.6500000000000001,268,3,0,258,1.0,0.988929889298893,0.9944341372912803,0.994328922495274,v
0.7000000000000002,263,8,0,258,1.0,0.9704797047970479,0.9850187265917603,0.9848771266540642,v
0.7500000000000002,262,9,0,258,1.0,0.966789667896679,0.9831144465290806,0.9829867674858223,v
0.8000000000000002,260,11,0,258,1.0,0.959409594095941,0.9792843691148776,0.9792060491493384,v
0.8500000000000002,252,19,0,258,1.0,0.9298892988929889,0.9636711281070746,0.9640831758034026,v
0.9000000000000002,242,29,0,258,1.0,0.8929889298892989,0.9434697855750488,0.945179584120983,v
0.9500000000000003,211,60,0,258,1.0,0.7785977859778598,0.8755186721991702,0.8865784499054821,v
0.1,127,0,2,99,0.9844961240310077,1.0,0.9921875,0.9912280701754386,w
0.15000000000000002,127,0,2,99,0.9844961240310077,1.0,0.9921875,0.9912280701754386,w
0.20000000000000004,127,0,2,99,0.9844961240310077,1.0,0.9921875,0.9912280701754386,w
0.25000000000000006,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.30000000000000004,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.3500000000000001,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.40000000000000013,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.45000000000000007,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.5000000000000001,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.5500000000000002,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.6000000000000002,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.6500000000000001,127,0,1,100,0.9921875,1.0,0.996078431372549,0.9956140350877193,w
0.7000000000000002,127,0,0,101,1.0,1.0,1.0,1.0,w
0.7500000000000002,124,3,0,101,1.0,0.9763779527559056,0.9880478087649402,0.9868421052631579,w
0.8000000000000002,123,4,0,101,1.0,0.968503937007874,0.9839999999999999,0.9824561403508771,w
0.8500000000000002,119,8,0,101,1.0,0.937007874015748,0.9674796747967479,0.9649122807017544,w
0.9000000000000002,111,16,0,101,1.0,0.8740157480314961,0.9327731092436975,0.9298245614035088,w
0.9500000000000003,63,64,0,101,1.0,0.49606299212598426,0.6631578947368421,0.7192982456140351,w
0.1,290,0,124,122,0.7004830917874396,1.0,0.8238636363636364,0.7686567164179104,x
0.15000000000000002,290,0,122,124,0.7038834951456311,1.0,0.8262108262108263,0.7723880597014925,x
0.20000000000000004,290,0,119,127,0.7090464547677262,1.0,0.8297567954220315,0.7779850746268657,x
0.25000000000000006,290,0,118,128,0.7107843137254902,1.0,0.830945558739255,0.7798507462686567,x
0.30000000000000004,288,2,117,129,0.7111111111111111,0.993103448275862,0.8287769784172663,0.7779850746268657,x
0.3500000000000001,287,3,116,130,0.7121588089330024,0.9896551724137931,0.8282828282828284,0.7779850746268657,x
0.40000000000000013,287,3,116,130,0.7121588089330024,0.9896551724137931,0.8282828282828284,0.7779850746268657,x
0.45000000000000007,287,3,116,130,0.7121588089330024,0.9896551724137931,0.8282828282828284,0.7779850746268657,x
0.5000000000000001,285,5,113,133,0.7160804020100503,0.9827586206896551,0.8284883720930233,0.7798507462686567,x
0.5500000000000002,285,5,107,139,0.7270408163265306,0.9827586206896551,0.8357771260997068,0.7910447761194029,x
0.6000000000000002,285,5,98,148,0.7441253263707572,0.9827586206896551,0.8469539375928679,0.8078358208955224,x
0.6500000000000001,283,7,95,151,0.7486772486772487,0.9758620689655172,0.8473053892215568,0.8097014925373134,x
0.7000000000000002,283,7,88,158,0.7628032345013477,0.9758620689655172,0.8562783661119516,0.8227611940298507,x
0.7500000000000002,280,10,62,184,0.8187134502923976,0.9655172413793104,0.8860759493670887,0.8656716417910447,x
0.8000000000000002,277,13,32,214,0.8964401294498382,0.9551724137931035,0.9248747913188647,0.9160447761194029,x
0.8500000000000002,274,16,21,225,0.9288135593220339,0.9448275862068966,0.9367521367521368,0.9309701492537313,x
0.9000000000000002,264,26,3,243,0.9887640449438202,0.9103448275862069,0.947935368043088,0.9458955223880597,x
0.9500000000000003,227,63,0,246,1.0,0.7827586206896552,0.8781431334622825,0.8824626865671642,x
0.1,243,0,13,134,0.94921875,1.0,0.9739478957915831,0.9666666666666667,y
0.15000000000000002,243,0,13,134,0.94921875,1.0,0.9739478957915831,0.9666666666666667,y
0.20000000000000004,243,0,11,136,0.9566929133858267,1.0,0.9778672032193159,0.9717948717948718,y
0.25000000000000006,243,0,11,136,0.9566929133858267,1.0,0.9778672032193159,0.9717948717948718,y
0.30000000000000004,243,0,11,136,0.9566929133858267,1.0,0.9778672032193159,0.9717948717948718,y
0.3500000000000001,243,0,10,137,0.9604743083003953,1.0,0.9798387096774194,0.9743589743589743,y
0.40000000000000013,243,0,8,139,0.9681274900398407,1.0,0.9838056680161944,0.9794871794871794,y
0.45000000000000007,243,0,7,140,0.972,1.0,0.9858012170385395,0.982051282051282,y
0.5000000000000001,243,0,4,143,0.9838056680161943,1.0,0.9918367346938776,0.9897435897435898,y
0.5500000000000002,243,0,0,147,1.0,1.0,1.0,1.0,y
0.6000000000000002,243,0,0,147,1.0,1.0,1.0,1.0,y
0.6500000000000001,243,0,0,147,1.0,1.0,1.0,1.0,y
0.7000000000000002,243,0,0,147,1.0,1.0,1.0,1.0,y
0.7500000000000002,241,2,0,147,1.0,0.9917695473251029,0.9958677685950413,0.9948717948717949,y
0.8000000000000002,239,4,0,147,1.0,0.9835390946502057,0.9917012448132779,0.9897435897435898,y
0.8500000000000002,238,5,0,147,1.0,0.9794238683127572,0.9896049896049895,0.9871794871794872,y
0.9000000000000002,234,9,0,147,1.0,0.9629629629629629,0.9811320754716981,0.9769230769230769,y
0.9500000000000003,182,61,0,147,1.0,0.7489711934156379,0.8564705882352942,0.8435897435897436,y
