threshold,tp,fn,fp,tn,precision,recall,f1,accuracy,letter
0.8500000000000002,221,21,6,139,0.973568281938326,0.9132231404958677,0.9424307036247335,0.9302325581395349,d
0.9000000000000002,216,26,2,143,0.9908256880733946,0.8925619834710744,0.9391304347826087,0.9276485788113695,d
0.9500000000000003,181,61,0,145,1.0,0.7479338842975206,0.8557919621749408,0.8423772609819121,d
0.1,236,1,72,159,0.7662337662337663,0.9957805907172996,0.8660550458715598,0.844017094017094,e
0.15000000000000002,234,3,70,161,0.7697368421052632,0.9873417721518988,0.8650646950092421,0.844017094017094,e
0.20000000000000004,234,3,66,165,0.78,0.9873417721518988,0.8715083798882681,0.8525641025641025,e
0.25000000000000006,234,3,63,168,0.7878787878787878,0.9873417721518988,0.8764044943820224,0.8589743589743589,e
0.30000000000000004,234,3,62,169,0.7905405405405406,0.9873417721518988,0.8780487804878049,0.8611111111111112,e
0.3500000000000001,234,3,59,172,0.7986348122866894,0.9873417721518988,0.8830188679245283,0.8675213675213675,e
0.40000000000000013,233,4,57,174,0.803448275862069,0.9831223628691983,0.8842504743833017,0.8696581196581197,e
0.45000000000000007,233,4,55,176,0.8090277777777778,0.9831223628691983,0.8876190476190475,0.8739316239316239,e
0.5000000000000001,233,4,53,178,0.8146853146853147,0.9831223628691983,0.8910133843212236,0.8782051282051282,e
0.5500000000000002,231,6,51,180,0.8191489361702128,0.9746835443037974,0.8901734104046243,0.8782051282051282,e
0.6000000000000002,230,7,48,183,0.8273381294964028,0.9704641350210971,0.8932038834951457,0.8824786324786325,e
0.6500000000000001,229,8,46,185,0.8327272727272728,0.9662447257383966,0.89453125,0.8846153846153846,e
0.7000000000000002,228,9,41,190,0.8475836431226765,0.9620253164556962,0.9011857707509882,0.8931623931623932,e
0.7500000000000002,228,9,38,193,0.8571428571428571,0.9620253164556962,0.9065606361829026,0.8995726495726496,e
0.8000000000000002,228,9,31,200,0.8803088803088803,0.9620253164556962,0.9193548387096775,0.9145299145299145,e
0.8500000000000002,226,11,17,214,0.9300411522633745,0.9535864978902954,0.9416666666666668,0.9401709401709402,e
0.9000000000000002,218,19,3,228,0.9864253393665159,0.919831223628692,0.9519650655021834,0.9529914529914529,e
0.9500000000000003,174,63,0,231,1.0,0.7341772151898734,0.8467153284671534,0.8653846153846154,e
0.1,88,0,7,35,0.9263157894736842,1.0,0.9617486338797814,0.9461538461538461,f
